תחום גאוגרפי,סוג דרך,יחידה משטרתית,חודש תאונה,שעה,סוג יום,יום/לילה ,יום בשבוע,חומרת התאונה,סוג תאונה,דרך חד מסלולית,דרך רב מסלולית,מהירות מותרת,תקינות הדרך,רוחב הכביש,סימון/תימרור,תאורה,מזג אוויר,מצב פני הכביש,אופן חצייה,מקום חציה,מחוז,סמל יישוב,רחוב 1,רחוב 2,סוג עצם,מרחק עצם,לא חצה
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אפריל,20:00-23:59,חג,לילה,חמישי,קשה,התנגשות חזית באחור,אחר,מיפרדה בנויה ללא גדר בטיחות,60 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,0,221,242,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,ינואר,17:00-19:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,יהודה ושומרון,0,101,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב גליל,ינואר,10:00-13:59,יום אחר,יום,שני,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,ירושלים,6500,930,1143,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,נובמבר,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,6100,258,330,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,אוגוסט,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,0,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,מאי,06:00-09:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,3000,2648,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,ספטמבר,17:00-19:59,יום אחר,לילה,שני,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,3000,967,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב לכיש,ספטמבר,10:00-13:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,166,413,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,ינואר,06:00-09:59,יום אחר,יום,שני,קשה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה לא ידוע,לא ידוע,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,7400,173,176,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,אוגוסט,10:00-13:59,יום אחר,יום,שבת,קשה,התנגשות חזית באחור,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,לא במעבר חציה לא ליד צומת,ירושלים,0,4386,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,מאי,17:00-19:59,יום אחר,יום,שני,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,הדרום,3000,189,580,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,דצמבר,10:00-13:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8200,822,910,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,פברואר,17:00-19:59,יום אחר,לילה,שבת,קשה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,תימרור לקוי/חסר,לילה פעלה תאורה,גשום,רטוב ממים,חצה רגיל,במעבר חציה בלי רמזור,חיפה,8200,850,845,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,פברואר,20:00-23:59,יום אחר,לילה,רביעי,קלה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,יותר מ-14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,1135,1136,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השפלה,ספטמבר,10:00-13:59,יום אחר,יום,שישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,המרכז,8300,627,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,מאי,14:00-16:59,יום אחר,יום,שלישי,קשה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,60 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,לא ידוע,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,6000,6002,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב השרון,דצמבר,14:00-16:59,יום אחר,יום,ראשון,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,1401,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב תא,יולי,14:00-16:59,יום אחר,יום,שבת,קלה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,סימון לקוי/חסר,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,הצפון,0,423,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב לכיש,יולי,14:00-16:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,המרכז,70,127,124,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,יולי,14:00-16:59,יום אחר,יום,חמישי,קשה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,תל אביב,3000,205,903,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב עמקים,אוגוסט,14:00-16:59,יום אחר,יום,שלישי,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,1061,6001,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני בצומת,מרחב גליל,ספטמבר,17:00-19:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,לא במעבר חציה ליד צומת,תל אביב,0,1655,1994,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מחוז ירושלים,נובמבר,14:00-16:59,יום אחר,יום,ראשון,קלה,התנגשות חזית אל צד,אחר,אחר,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,לא ידוע,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,3000,669,667,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב תא,אפריל,14:00-16:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,5000,414,431,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב השרון,נובמבר,06:00-09:59,יום אחר,יום,חמישי,קשה,התנגשות צד בצד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,לא ידוע,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,0,498,1143,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,דצמבר,10:00-13:59,יום אחר,יום,שישי,קשה,התנגשות צד בצד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,0,245,,9,9,9
ישראל ללא יהודה ושומרון,לא עירוני לא בצומת,מרחב גליל,נובמבר,14:00-16:59,יום אחר,יום,שבת,קשה,התנגשות חזית באחור,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,10.5 עד 14,לא נדרש תמרור,אור יום רגיל,גשום,רטוב ממים,חצה רגיל,במעבר חציה בלי רמזור,חיפה,0,225,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,דצמבר,17:00-19:59,יום אחר,יום,רביעי,קשה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,אחר,חצה רגיל,במעבר חציה בלי רמזור,הצפון,3000,324,630,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,מאי,17:00-19:59,יום אחר,לילה,שבת,קלה,התנגשות חזית אל צד,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,המרכז,2400,,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב הנגב,מרץ,10:00-13:59,יום אחר,יום,שבת,קשה,התנגשות צד בצד,אחר,אחר,עד 50 קמש,אין ליקוי,10.5 עד 14,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,חיפה,9000,338,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מחוז ירושלים,נובמבר,17:00-19:59,יום אחר,יום,ראשון,קלה,פגיעה בהולך רגל,אחר,מיפרדה בנויה ללא גדר בטיחות,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הדרום,2610,379,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,דצמבר,10:00-13:59,יום אחר,יום,חמישי,קשה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,7 עד 10.5,אין ליקוי,יום לא ידוע,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,8200,994,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב השרון,אוקטובר,10:00-13:59,יום אחר,יום,שבת,קלה,התנגשות צד בצד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה עם רמזור,הצפון,7900,404,412,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב השרון,מרץ,20:00-23:59,יום אחר,לילה,רביעי,קלה,התנגשות חזית אל צד,אחר,מיפרדה עם גדר בטיחות,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,לילה פעלה תאורה,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,7900,431,425,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב חוף (חיפה),מרץ,10:00-13:59,יום אחר,יום,חמישי,קלה,התנגשות חזית אל צד,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,לא ידוע,יבש,חצה רגיל,לא במעבר חציה לא ליד צומת,המרכז,4000,140,,9,9,9
ישראל ללא יהודה ושומרון,עירוני בצומת,מרחב תא,אפריל,17:00-19:59,יום אחר,לילה,שלישי,קלה,פגיעה בהולך רגל,דו סיטרי אין קו הפרדה רצוף,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,התפרץ אל הכביש,במעבר חציה בלי רמזור,הצפון,5000,327,,9,9,9
ישראל ללא יהודה ושומרון,עירוני לא בצומת,מרחב גליל,אוגוסט,06:00-09:59,יום אחר,יום,חמישי,קלה,פגיעה בהולך רגל,חד סיטרי,לא ידוע,עד 50 קמש,אין ליקוי,5 עד 7,אין ליקוי,אור יום רגיל,בהיר,יבש,חצה רגיל,במעבר חציה בלי רמזור,תל אביב,2800,701,,9,9,9
יהודה והשומרון,לא עירוני לא בצומת,מרחב יהודה,מרץ,06:00-09:59,יום אחר,יום,רביעי,קלה,התנגשות חזית אל צד,אחר,מיפרדה בנויה ללא גדר בטיחות,60 קמש,אין ליקוי,7 עד 10.5,לא ידוע,לילה לא ידוע,גשום,יבש,חצה רגיל,במעבר חציה בלי רמזור,הצפון,0,,,9,9,9
